4, 0, Start_track
4, 0, Title_t, "Deep Pocket"
4, 0, Note_on_c, 0, 36, 60
4, 240, Note_on_c, 0, 38, 60
4, 240, Note_off_c, 0, 36, 60
4, 480, Note_off_c, 0, 38, 60
4, 480, Note_on_c, 0, 36, 60
4, 720, Note_on_c, 0, 38, 60
4, 720, Note_off_c, 0, 36, 60
4, 960, Note_off_c, 0, 38, 60
4, 960, Note_on_c, 0, 36, 60
4, 1200, Note_on_c, 0, 38, 60
4, 1200, Note_off_c, 0, 36, 60
4, 1440, Note_off_c, 0, 38, 60
4, 1440, Note_on_c, 0, 36, 60
4, 1680, Note_on_c, 0, 38, 60
4, 1680, Note_off_c, 0, 36, 60
4, 1920, Note_off_c, 0, 38, 60
4, 1920, Note_on_c, 0, 36, 60
4, 2160, Note_on_c, 0, 38, 60
4, 2160, Note_off_c, 0, 36, 60
4, 2400, Note_off_c, 0, 38, 60
4, 2400, Note_on_c, 0, 36, 60
4, 2640, Note_on_c, 0, 38, 60
4, 2640, Note_off_c, 0, 36, 60
4, 2880, Note_off_c, 0, 38, 60
4, 2880, Note_on_c, 0, 36, 60
4, 3120, Note_on_c, 0, 38, 60
4, 3120, Note_off_c, 0, 36, 60
4, 3360, Note_off_c, 0, 38, 60
4, 3360, Note_on_c, 0, 36, 60
4, 3600, Note_on_c, 0, 38, 60
4, 3600, Note_off_c, 0, 36, 60
4, 3840, Note_off_c, 0, 38, 60
4, 3840, Note_on_c, 0, 36, 60
4, 4080, Note_on_c, 0, 38, 60
4, 4080, Note_off_c, 0, 36, 60
4, 4320, Note_off_c, 0, 38, 60
4, 4320, Note_on_c, 0, 36, 60
4, 4560, Note_on_c, 0, 38, 60
4, 4560, Note_off_c, 0, 36, 60
4, 4800, Note_off_c, 0, 38, 60
4, 4800, Note_on_c, 0, 36, 60
4, 5040, Note_on_c, 0, 38, 60
4, 5040, Note_off_c, 0, 36, 60
4, 5280, Note_off_c, 0, 38, 60
4, 5280, Note_on_c, 0, 36, 60
4, 5520, Note_on_c, 0, 38, 60
4, 5520, Note_off_c, 0, 36, 60
4, 5760, Note_off_c, 0, 38, 60
4, 5760, Note_on_c, 0, 36, 54
4, 6000, Note_on_c, 0, 40, 54
4, 6000, Note_off_c, 0, 36, 54
4, 6240, Note_off_c, 0, 40, 54
4, 6240, Note_on_c, 0, 39, 54
4, 6480, Note_off_c, 0, 39, 54
4, 6480, Note_on_c, 0, 36, 54
4, 6720, Note_on_c, 0, 40, 54
4, 6720, Note_off_c, 0, 36, 54
4, 6960, Note_off_c, 0, 40, 54
4, 6960, Note_on_c, 0, 39, 54
4, 7200, Note_off_c, 0, 39, 54
4, 7200, Note_on_c, 0, 36, 54
4, 7440, Note_on_c, 0, 40, 54
4, 7440, Note_off_c, 0, 36, 54
